uid,platform,source,rating,text,discovery_relevant,primary_theme,new_category_barrier,purchase_trigger,consideration_level,categories_mentioned,jtbd,external_platform,segment_signal,sentiment
playstore_b4cdb61c-76d2-4d5f-b62d-f628a07d047b_557,zepto,playstore,1.0,Customer care is horrible when there are issues with product quality. Their policies when you get lower quality product are nonsensical and illogical.,False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
playstore_aaed633a-161a-45c8-b2b0-3dacefe9da83_560,zepto,playstore,1.0,"this app is trash i ordered food then gone for payment from my side payment done but the app showing payment failed , repayment so what can I do now from my side payment was done and the money had debited to zepto but they telling me to refund it 5 to 7 days later means if I have only that much money to order now I can eat after 5 to 7 days what rubish this app is from my side 1 is the highest rating that they deserve if there I option for 0 rating my review will be there",False,returns_support,none,unknown,unknown,['snacks_beverages'],none,none,unknown,negative
playstore_02dfdf95-52e7-4852-9f95-8d6eba623360_562,zepto,playstore,1.0,it is very very poor company and not trusted and there is no value of customer and it gives cheap products,False,trust_quality,none,unknown,unknown,[],none,none,unknown,negative
playstore_670e4a7d-ae89-4c96-8b4b-8e061a81f445_563,zepto,playstore,5.0,good quality offers n zero platform fees only on zepto provide best product in cheap price,False,price_value,none,unknown,unknown,['other'],none,none,unknown,positive
playstore_3bd357a8-e88f-4ca0-b4dd-21149e217340_572,zepto,playstore,1.0,TODAY I HAVE ORDERED FRUITS ON ZEPTO BUT THE QUALITY OF FRIUTS IS VERY BAD ITS ROTTEN AND NOT EATABLE I DIDN'T GET THE FRESH FRUITS BUT AFTER THAT WHEN I COMPLAIN THEY DIDN'T LISTEN MY PROBLEM AND DIDN'T REFUND FOR IT ITS TOTALLY WASTE OF MONEY I AM NEVER GOING TO TRUST ZEPTO AGAIN TO ORDER ANYTHING 😡,False,trust_quality,none,replenishment,low,['grocery_staples'],none,none,unknown,negative
playstore_7eb3618e-23d8-4a40-97e4-f4cf79628f4e_583,zepto,playstore,1.0,Choose zepto for Near expiry date bad tasting food items delivered to your doorstep,False,trust_quality,none,unknown,unknown,"['grocery_staples', 'snacks_beverages']",none,none,unknown,negative
playstore_3e097984-85b8-4804-8ca2-bb1216738287_596,zepto,playstore,1.0,"Very disappointing service. I ordered milk from Zepto, and it curdled immediately after heating even though it was within the expiry date. I shared photos as proof, but Zepto refused to issue a refund without properly investigating the quality issue. This is not the first time I've faced this problem. Poor quality control and even worse customer support. Think twice before ordering dairy products from Zepto.",False,trust_quality,none,replenishment,low,['grocery_staples'],none,none,autopilot_narrow,negative
playstore_7201bb57-295c-4faa-b2cd-52a7b3f74535_598,zepto,playstore,1.0,"I ordered the blood sugar check strips but the package is already open so I returned that product .. 2 person came to my house for pickup , I handover the item to them and after going my place ,  over few minutes they wrote that item is not found  , they came from c block location , I don't have that product now and also not getting my refund back ... Thats how zepto riders do scam now I am gonna reviews this each and every platform until I am not getting refund back. Thats the new way to trick",False,returns_support,none,replenishment,low,['pharmacy_otc'],none,none,unknown,negative
playstore_e6594ef2-7987-4689-a64c-1ffde3bb28d6_604,zepto,playstore,1.0,"Last time I'm ordering from them. Since last 2 orders i get rotten or torn packages and when i report it, they say it wasn't like that when packaged and refuse to replace or refund the item. They accuse customer as if item got damaged within 5 mins of delivery. They delete negative app reviews and ask to contact support team but support team also is unhelpful.",False,returns_support,none,unknown,unknown,['other'],none,none,unknown,negative
playstore_ae7ee4d8-bdc1-41d7-9fe1-9ffa76d3d431_605,zepto,playstore,5.0,good quality,False,other,none,unknown,unknown,[],none,none,unknown,positive
playstore_aa318ce7-2c9f-4148-9681-9e82954d25e8_610,zepto,playstore,1.0,expired product delivered,False,trust_quality,none,unknown,unknown,['grocery_staples'],none,none,unknown,negative
playstore_4e961b94-5c5e-4b2f-8bd0-93bca8a64d63_617,zepto,playstore,1.0,Got a dented can of diet coke and it happens right and its okay but you guys should atleast assist the customer and refund their amount or replace the item nothing you guys are like wait until ur another shipment arrives and I'm sorry too bad im not going to use zepto here after the hell is wrong with you guys u aren't even providing proper customer service I wanted a refund to my original account but you guys just asked and didnt proceed and started the old convo copy pasting the same paragraph,False,returns_support,none,replenishment,low,['snacks_beverages'],none,none,unknown,negative
playstore_30a6c6de-c4d3-4d67-af84-0c19f970c22e_623,zepto,playstore,1.0,Recently I purchased jaggery powder from zepto that was expired and torn but when I tried to raise complain firstly zepto catch different product and rejected my complain then I tried again it show product not available for return and replace ment try again but product still available in cart so this is very pathetic,False,returns_support,none,replenishment,low,['grocery_staples'],none,none,unknown,negative
playstore_67e0a931-ebdc-4bd3-8c49-ea987095eb16_625,zepto,playstore,1.0,"zepto service is declining day by day with no proper customer support...I placed my order and the delivery guy did not deliver it on my location and he was missing some items, he thdn started arguing as well(i had paid in advance). On my next order i ordered milk products...expiry date was nowhere to be seen. When i reached out to the customer care, they didnt take proper action...I am going to uninstall this app",False,returns_support,none,replenishment,unknown,['grocery_staples'],none,none,unknown,negative
playstore_3c387d93-d88e-4892-9c12-e5f777d97df7_631,zepto,playstore,1.0,"Extremely disappointing customer service. I received a protein shake with an abnormal appearance and reported it with clear photos. Instead of investigating, Zepto sent contradictory template replies, ignored the actual food safety concern, and refused both a refund and replacement. They care more about closing tickets than protecting customers. Lost my trust completely. Buy food items at your own risk.",False,returns_support,none,unknown,unknown,['snacks_beverages'],none,none,unknown,negative
playstore_69c07ca1-e907-4dfc-97bb-3385a4bdc947_646,zepto,playstore,1.0,"Extremely disappointing experience. I received rotten tomatoes with a foul smell that were not fit for consumption. Despite sharing photos, my complaint was initially rejected with generic template replies instead of a proper review. As a regular customer, I expected much better quality and customer support. This issue is not about ₹5—it is about customer trust. After this experience, I have lost confidence in Zepto and will not be ordering again. I cannot recommend this platform .",False,trust_quality,none,replenishment,low,['grocery_staples'],none,none,autopilot_narrow,negative
playstore_3897874f-ade5-498a-8d4d-c5217100625f_658,zepto,playstore,5.0,Best app for last minute needs,False,other,none,unknown,unknown,[],none,none,unknown,positive
playstore_1c5af0a9-c77d-4946-aa57-5d9536c50f95_660,zepto,playstore,1.0,"everytime I go to take pictures of damaged or rotten products sent by zepto, the app crashes and screen goes completely white and I can't get a refund or replacement. I have contacted zepto via mail multiple times and they refused help everytime. I have lost so much money of this rotten app, I'm giving up now. I'd rather pay 20 bucks extra to other platforms, to make sure my items are not rotten garbage without the security of replacement or refund. App's scamy just like it's scammer founders",False,returns_support,none,unknown,unknown,['grocery_staples'],none,other,unknown,negative
playstore_cca04230-bae4-4b22-94cd-b1cfeb9d2032_662,zepto,playstore,1.0,"delivery is good until an issue happens like product expiry or wrong item, once an issue arises you can't expect to get a proper solution, try blinkit, Swiggy Instamart, dunzo. there are many.",False,returns_support,none,unknown,unknown,['grocery_staples'],none,blinkit,unknown,negative
playstore_f1d074e9-f91b-4b26-a599-856c130de9c9_680,zepto,playstore,1.0,other applications like blinkit and Instamart gives you proper access of editing location after placing orders. it doesn't even have this feature. not recommended to all.,False,app_ux,none,unknown,unknown,[],none,blinkit,unknown,negative
playstore_d8fce327-cfec-48b7-81ed-c3d9a11127e5_688,zepto,playstore,3.0,when its urgent and needed then surely will be late but amount and delivery charges will high,False,delivery_ops,none,urgent_need,unknown,[],none,none,unknown,negative
playstore_f7409fa2-7f47-4853-982e-23fb2bb58873_693,zepto,playstore,1.0,Product quality is bad and poor customer support,False,trust_quality,none,unknown,unknown,[],none,none,unknown,negative
playstore_2ec6cc0d-245d-4d07-956f-fc1952e898ca_704,zepto,playstore,5.0,good quality product good delivery,False,other,none,unknown,unknown,[],none,none,unknown,positive
playstore_543a7b95-6dc5-4c22-a3d8-215b053cfccf_718,zepto,playstore,5.0,I like this app because the price lower than the supermarket,False,price_value,none,unknown,unknown,['other'],none,offline,unknown,positive
playstore_3e885f11-396e-4e6c-bbce-9dc2d1f490e1_719,zepto,playstore,1.0,they sell bad products and then dont return,False,returns_support,none,unknown,unknown,['other'],none,none,unknown,negative
playstore_1fb18dc2-0902-4303-9bef-93fd919e8fe0_721,zepto,playstore,1.0,"Worst customer support ever. Keeps on denying exchange order return of the product even when it's stale and bad smell is there. There is no live support and emailing them is another dissapointment most of the time! They will provide standard replies like it matches their standards, and the audacity of claiming that after sending bad quality below standard products. If this continues I will stop buying anything from zepto very soon, atleast fruits and vegetables are mostly never fresh.",False,returns_support,none,unknown,unknown,['grocery_staples'],none,none,unknown,negative
playstore_d99aaf1f-22aa-4ce1-9b2d-eacae8bb4930_722,zepto,playstore,2.0,"I used to like this app. but it's full of ads nowadays. Too many ads. very annoying. if this continues, I'll uninstall this and buy my groceries offline. the product discounts on all my favourite products have reduced a lot. other apps give more discounts. and aggressively promoting their pay later and other new features ... very annoying.",False,app_ux,none,replenishment,low,['grocery_staples'],none,offline,autopilot_narrow,negative
